主id	名称	星级	品质	等级	战斗力	头像	宣言	前排怪1	前排怪2	前排怪3	后排1	后排2	后排3
342	穆罕穆德超101	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
343	穆罕穆德超102	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
344	穆罕穆德超103	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
345	穆罕穆德超104	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
346	穆罕穆德超105	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
347	穆罕穆德超106	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
348	穆罕穆德超107	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
349	穆罕穆德超108	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
350	穆罕穆德超109	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
351	穆罕穆德超110	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
352	穆罕穆德超111	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
353	穆罕穆德超112	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
354	穆罕穆德超113	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
355	穆罕穆德超114	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
356	穆罕穆德超115	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
357	穆罕穆德超116	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
358	穆罕穆德超117	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
359	穆罕穆德超118	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
360	穆罕穆德超119	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
361	穆罕穆德超120	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
362	穆罕穆德超121	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
363	穆罕穆德超122	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
364	穆罕穆德超123	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
365	穆罕穆德超124	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
366	穆罕穆德超125	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
367	穆罕穆德超126	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
368	穆罕穆德超127	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
369	穆罕穆德超128	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
370	穆罕穆德超129	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
371	穆罕穆德超130	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
372	穆罕穆德超131	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
373	穆罕穆德超132	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
374	穆罕穆德超133	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
375	穆罕穆德超134	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
376	穆罕穆德超135	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
377	穆罕穆德超136	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
378	穆罕穆德超137	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
379	穆罕穆德超138	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
380	穆罕穆德超139	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
381	穆罕穆德超140	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
382	穆罕穆德超141	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
383	穆罕穆德超142	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
384	穆罕穆德超143	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
385	穆罕穆德超144	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
386	穆罕穆德超145	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
387	穆罕穆德超146	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
388	穆罕穆德超147	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
389	穆罕穆德超148	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
390	穆罕穆德超149	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
391	穆罕穆德超150	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
392	穆罕穆德超151	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
393	穆罕穆德超152	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
394	穆罕穆德超153	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
395	穆罕穆德超154	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
396	穆罕穆德超155	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
397	穆罕穆德超156	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
398	穆罕穆德超157	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
399	穆罕穆德超158	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
400	穆罕穆德超159	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
401	穆罕穆德超160	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
402	穆罕穆德超161	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
403	穆罕穆德超162	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
404	穆罕穆德超163	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
405	穆罕穆德超164	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
406	穆罕穆德超165	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
407	穆罕穆德超166	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
408	穆罕穆德超167	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
409	穆罕穆德超168	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
410	穆罕穆德超169	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
411	穆罕穆德超170	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
412	穆罕穆德超171	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
413	穆罕穆德超172	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
414	穆罕穆德超173	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
415	穆罕穆德超174	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
416	穆罕穆德超175	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
417	穆罕穆德超176	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
418	穆罕穆德超177	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
419	穆罕穆德超178	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
420	穆罕穆德超179	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
421	穆罕穆德超180	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
422	穆罕穆德超181	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
423	穆罕穆德超182	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
424	穆罕穆德超183	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
425	穆罕穆德超184	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
426	穆罕穆德超185	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
427	穆罕穆德超186	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
428	穆罕穆德超187	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
429	穆罕穆德超188	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
430	穆罕穆德超189	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
431	穆罕穆德超190	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
432	穆罕穆德超191	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
433	穆罕穆德超192	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
434	穆罕穆德超193	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
435	穆罕穆德超194	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
436	穆罕穆德超195	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
437	穆罕穆德超196	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
438	穆罕穆德超197	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
439	穆罕穆德超198	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
440	穆罕穆德超199	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
441	穆罕穆德超200	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
442	穆罕穆德超201	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
443	穆罕穆德超202	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
444	穆罕穆德超203	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
445	穆罕穆德超204	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
446	穆罕穆德超205	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
447	穆罕穆德超206	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
448	穆罕穆德超207	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
449	穆罕穆德超208	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
450	穆罕穆德超209	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
451	穆罕穆德超210	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
452	穆罕穆德超211	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
453	穆罕穆德超212	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
454	穆罕穆德超213	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
455	穆罕穆德超214	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
456	穆罕穆德超215	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
457	穆罕穆德超216	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
458	穆罕穆德超217	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
459	穆罕穆德超218	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
460	穆罕穆德超219	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
461	穆罕穆德超220	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
462	穆罕穆德超221	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
463	穆罕穆德超222	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
464	穆罕穆德超223	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
465	穆罕穆德超224	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
466	穆罕穆德超225	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
467	穆罕穆德超226	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
468	穆罕穆德超227	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
469	穆罕穆德超228	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
470	穆罕穆德超229	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
471	穆罕穆德超230	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
472	穆罕穆德超231	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
473	穆罕穆德超232	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
474	穆罕穆德超233	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
475	穆罕穆德超234	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
476	穆罕穆德超235	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
477	穆罕穆德超236	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
478	穆罕穆德超237	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
479	穆罕穆德超238	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
480	穆罕穆德超239	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
481	穆罕穆德超240	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
482	穆罕穆德超241	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
483	穆罕穆德超242	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
484	穆罕穆德超243	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
485	穆罕穆德超244	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
486	穆罕穆德超245	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
487	穆罕穆德超246	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
488	穆罕穆德超247	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
489	穆罕穆德超248	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
490	穆罕穆德超249	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
491	穆罕穆德超250	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
492	穆罕穆德超251	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
493	穆罕穆德超252	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
494	穆罕穆德超253	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
495	穆罕穆德超254	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
496	穆罕穆德超255	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
497	穆罕穆德超256	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
498	穆罕穆德超257	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
499	穆罕穆德超258	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
500	穆罕穆德超259	4	1	15	6755	1	我是超级格斗家	100	117	119	125	101	124
501	穆罕穆德超9	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
502	穆罕穆德超10	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
503	穆罕穆德超11	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
504	穆罕穆德超12	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
505	穆罕穆德超13	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
506	穆罕穆德超14	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
507	穆罕穆德超15	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
508	穆罕穆德超16	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
509	穆罕穆德超17	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
510	穆罕穆德超18	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
511	穆罕穆德超19	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
512	穆罕穆德超20	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
513	穆罕穆德超21	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
514	穆罕穆德超22	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
515	穆罕穆德超23	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
516	穆罕穆德超24	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
517	穆罕穆德超25	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
518	穆罕穆德超26	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
519	穆罕穆德超27	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
520	穆罕穆德超28	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
521	穆罕穆德超29	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
522	穆罕穆德超30	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
523	穆罕穆德超31	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
524	穆罕穆德超32	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
525	穆罕穆德超33	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
526	穆罕穆德超34	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
527	穆罕穆德超35	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
528	穆罕穆德超36	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
529	穆罕穆德超37	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
530	穆罕穆德超38	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
531	穆罕穆德超39	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
532	穆罕穆德超40	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
533	穆罕穆德超41	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
534	穆罕穆德超42	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
535	穆罕穆德超43	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
536	穆罕穆德超44	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
537	穆罕穆德超45	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
538	穆罕穆德超46	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
539	穆罕穆德超47	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
540	穆罕穆德超48	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
541	穆罕穆德超49	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
542	穆罕穆德超50	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
543	穆罕穆德超51	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
544	穆罕穆德超52	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
545	穆罕穆德超53	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
546	穆罕穆德超54	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
547	穆罕穆德超55	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
548	穆罕穆德超56	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
549	穆罕穆德超57	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
550	穆罕穆德超58	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
551	穆罕穆德超59	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
552	穆罕穆德超60	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
553	穆罕穆德超61	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
554	穆罕穆德超62	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
555	穆罕穆德超63	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
556	穆罕穆德超64	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
557	穆罕穆德超65	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
558	穆罕穆德超66	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
559	穆罕穆德超67	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
560	穆罕穆德超68	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
561	穆罕穆德超69	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
562	穆罕穆德超70	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
563	穆罕穆德超71	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
564	穆罕穆德超72	4	1	15	6755	1	我是超级格斗家	100	117	120	108	101	104
