关卡ID	关卡名称	关卡描述	关卡目标对话	关卡目标类型	关卡目标	关卡类型	所在地图ID	关卡需求等级	首次通关后是否再挑战	每天挑战次数	关卡战斗背景	关卡正常背景	前置关卡	首次掉落	活动掉落	关卡掉落	关卡宝箱	扫荡额外掉落	关卡开启时间	体力消耗	通关角色经验	通关卡片经验	通关金钱	保底金钱	保底经验	推荐战斗力	最大回合	关卡回合	1回合前排怪1	1回合前排怪2	1回合前排怪3	1回合后排1	1回合后排2	1回合后排3	2回合前排怪1	2回合前排怪2	2回合前排怪3	2回合后排1	2回合后排2	2回合后排3	3回合前排怪1	3回合前排怪2	3回合前排怪3	3回合后排1	3回合后排2	3回合后排3	掉落显示	怪物显示	关卡图标位置
22001	Stage_StageNameId_22001			2,4	30,0	1	220	1	0	0	battle06	stage_xqnm03	12002,21905			75000,82000,75020,82001	4030017:2,6:1,2:30,1:10000	72000	0	12	12	540	1681	0	0	0	0	3	1662	1662	1662	0	0	0	1662	1662	1662	0	1668	0	0	1669	0	0	1670	0	4030017,4020000	1662,1662,1669	-535,107
22002	Stage_StageNameId_22002			2,4	30,0	1	220	1	0	0	battle06	stage_xqnm03	12004,22001			75000,82000,75020,82002	4070001:2,6:1,2:30,1:10000	72000	0	12	12	540	1693	0	0	0	0	3	1662	1662	1662	0	0	0	1671	0	1671	0	0	0	1671	0	1671	0	0	0	4070001,4030017,4020000	1662,1671,1671	-506,-48
22003	Stage_StageNameId_22003			2,4	30,0	1	220	1	0	0	battle06	stage_xqnm03	12006,22002			75000,82000,75020,82003	4030017:2,6:1,2:30,1:10000	72000	0	12	12	540	1705	0	0	0	0	3	0	1672	0	0	0	0	0	1673	0	0	0	0	0	1674	0	0	0	0	4030017,4020000	1672,1673,1674	-123,76
22004	Stage_StageNameId_22004			2,4	30,0	1	220	1	0	0	battle06	stage_xqnm03	12008,22003			75000,82000,75020,82004	4070005:2,6:1,2:30,1:10000	72000	0	12	12	540	1717	0	0	0	0	3	1662	0	1662	1662	0	1662	0	1662	0	0	1662	0	1675	0	1675	0	1676	0	4070005,4030017,4020000	1662,1662,1675	313,27
22005	Stage_StageNameId_22005			2,4	30,0	3	220	1	0	0	battle06	stage_xqnm03	12010,22004			75000,82000,75020,82005	4070016:2,6:1,2:30,1:10000	72000	0	12	12	540	1729	0	0	0	0	3	1662	0	1662	0	0	0	1662	0	1662	0	0	0	1675	1675	1675	1675	1675	1675	4070016,4030017,4020000	1662,1662,1675	-54,-128
22101	Stage_StageNameId_22101			2,4	30,0	1	221	1	0	0	battle03	stage_xqnm03	12102,22005			75000,82000,75020,82001	4030017:2,6:1,2:30,1:10000	72000	0	12	12	600	1741	0	0	0	0	3	0	1677	0	0	1677	0	1677	1677	1677	0	0	0	0	1683	0	0	0	0	4030017,4020000	1677,1677,1683	-535,107
22102	Stage_StageNameId_22102			2,4	30,0	1	221	1	0	0	battle03	stage_xqnm03	12104,22101			75000,82000,75020,82002	4070001:2,6:1,2:30,1:10000	72000	0	12	12	600	1753	0	0	0	0	3	0	1684	0	0	0	0	0	1685	0	0	0	0	0	1686	0	0	0	0	4070001,4030017,4020000	1684,1685,1686	-506,-48
22103	Stage_StageNameId_22103			2,4	30,0	1	221	1	0	0	battle03	stage_xqnm03	12106,22102			75000,82000,75020,82003	4030017:2,6:1,2:30,1:10000	72000	0	12	12	600	1765	0	0	0	0	2	0	1677	0	1677	0	1677	0	1687	0	0	1688	0	0	0	0	0	0	0	4030017,4020000	1677,1687	-123,76
22104	Stage_StageNameId_22104			2,4	30,0	1	221	1	0	0	battle03	stage_xqnm03	12108,22103			75000,82000,75020,82004	4070005:2,6:1,2:30,1:10000	72000	0	12	12	600	1777	0	0	0	0	2	1677	1677	1677	0	1677	0	1689	1689	1689	0	1690	0	0	0	0	0	0	0	4070005,4030017,4020000	1677,1689	313,27
22105	Stage_StageNameId_22105			2,4	30,0	3	221	1	0	0	battle03	stage_xqnm03	12110,22104			75000,82000,75020,82005	4070016:2,6:1,2:30,1:10000	72000	0	12	12	600	1777	0	0	0	0	3	0	1691	0	0	0	0	0	1692	0	0	0	0	0	1693	0	0	0	0	4070016,4030017,4020000	1691,1692,1693	-54,-128
30101	Stage_StageNameId_10101	Stage_StageExplainId_10101	Stage_StageTargetTalk_2000	2,4	30,1	2	301	1	0	0		stage_xqnm03	20101	0	0	10001	0	20028	0	6	6	100	738	0	0	300	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020001	1,5,2	-357,130
30102	Stage_StageNameId_10102	Stage_StageExplainId_10102	Stage_StageTargetTalk_2001	3,4	10,1	2	301	1	0	0		stage_xqnm03	30101	0	0	10002	0	20029	0	6	6	105	742	0	0	400	20	3	0	4	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020002	4,2,3	-156,93
30103	Stage_StageNameId_10103	Stage_StageExplainId_10101	Stage_StageTargetTalk_2002	1,4	20,2	2	301	1	0	0		stage_xqnm03	30102	0	0	10003	0	20030	0	6	6	110	746	0	0	500	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	1,5,2	-48,-25
30201	Stage_StageNameId_10101	Stage_StageExplainId_10102	Stage_StageTargetTalk_2003	2,4	30,1	2	302	1	0	0		stage_xqnm03	30103	0	0	10000	0	20031	0	6	6	150	750	0	0	600	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000	1,2,3	80,-125
30202	Stage_StageNameId_10102	Stage_StageExplainId_10101	Stage_StageTargetTalk_2004	3,4	10,1	2	302	1	0	0		stage_xqnm03	30201	0	0	10000	2:20,4020000:5,1:12000	20032	0	6	6	155	754	0	0	700	20	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000	4,5,2	56,157
30203	Stage_StageNameId_10103	Stage_StageExplainId_10102	Stage_StageTargetTalk_2005	1,4	20,2	2	302	1	0	0		stage_xqnm03	30202	0	0	10001	2:10,4020001:1,4020002:1,4020003:1	20033	0	6	6	160	758	0	0	800	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020001	1,2,3	336,145
30204	Stage_StageNameId_10104	Stage_StageExplainId_10101	Stage_StageTargetTalk_2006	2,4	30,1	2	302	1	0	0		stage_xqnm03	30203	0	0	10001	0	20034	0	6	6	165	762	0	0	900	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020001	1,5,2	-95,-195
30205	Stage_StageNameId_10105	Stage_StageExplainId_10102	Stage_StageTargetTalk_2007	3,4	30,1	2	302	1	0	0		stage_xqnm03	30204	0	0	10002	2:10,4020001:1,4020002:1,4020003:1	20035	0	6	6	170	766	0	0	1000	20	3	0	4	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020002	4,2,3	-455,-50
30206	Stage_StageNameId_10106	Stage_StageExplainId_10101	Stage_StageTargetTalk_2008	1,4	10,1	2	302	1	0	0		stage_xqnm03	30205	0	0	10002	0	20036	0	6	6	175	770	0	0	1100	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020002	1,5,2	-357,130
30207	Stage_StageNameId_10107	Stage_StageExplainId_10102	Stage_StageTargetTalk_2009	2,4	20,2	2	302	1	0	0		stage_xqnm03	30206	0	0	10003	2:10,4020001:1,4020002:1,4020003:1	20037	0	6	6	180	774	0	0	1200	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020003	1,2,3	-156,93
30208	Stage_StageNameId_10108	Stage_StageExplainId_10101	Stage_StageTargetTalk_2000	3,4	30,1	2	302	1	0	0		stage_xqnm03	30207	0	0	10003	0	20038	0	6	6	185	778	0	0	1300	20	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	4,5,2	-48,-25
30301	Stage_StageNameId_10101	Stage_StageExplainId_10102	Stage_StageTargetTalk_2001	1,4	10,1	2	303	1	0	0		stage_xqnm03	30208	0	0	10000	0	20039	0	6	6	200	782	0	0	1400	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000	1,2,3	80,-125
30302	Stage_StageNameId_10102	Stage_StageExplainId_10101	Stage_StageTargetTalk_2002	2,4	20,2	2	303	1	0	0		stage_xqnm03	30301	0	0	10000	0	20040	0	6	6	205	786	0	0	1500	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000	1,5,2	56,157
30303	Stage_StageNameId_10103	Stage_StageExplainId_10102	Stage_StageTargetTalk_2003	3,4	30,1	2	303	1	0	0		stage_xqnm03	30302	0	0	10001	2:10,4020001:2,4020002:2,4020003:2	20041	0	6	6	210	790	0	0	1600	20	3	0	4	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020001	4,2,3	336,145
30304	Stage_StageNameId_10104	Stage_StageExplainId_10101	Stage_StageTargetTalk_2004	1,4	10,1	2	303	1	0	0		stage_xqnm03	30303	0	0	10001	0	20042	0	6	6	215	794	0	0	1700	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020001	1,5,2	-357,130
30305	Stage_StageNameId_10105	Stage_StageExplainId_10102	Stage_StageTargetTalk_2005	2,4	20,2	2	303	1	0	0		stage_xqnm03	30304	0	0	10002	2:10,4020001:2,4020002:2,4020003:2	20043	0	6	6	220	798	0	0	1800	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020002	1,2,3	80,-125
30306	Stage_StageNameId_10106	Stage_StageExplainId_10101	Stage_StageTargetTalk_2006	3,4	30,1	2	303	1	0	0		stage_xqnm03	30305	0	0	10002	0	20044	0	6	6	225	802	0	0	1900	20	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020002	4,5,2	336,145
30307	Stage_StageNameId_10107	Stage_StageExplainId_10102	Stage_StageTargetTalk_2007	1,4	10,1	2	303	1	0	0		stage_xqnm03	30306	0	0	10003	2:10,4020001:2,4020002:2,4020003:2	20045	0	6	6	230	806	0	0	2000	20	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020003	1,2,3	-95,-195
30308	Stage_StageNameId_10108	Stage_StageExplainId_10101	Stage_StageTargetTalk_2008	2,4	20,2	2	303	1	0	0		stage_xqnm03	30307	0	0	10003	0	20046	0	6	6	235	810	0	0	2100	20	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	1,5,2	-455,-50
50501	Stage_StageNameId_50501			0	0	0	501	18	0	2	battle03	Common_Gc006	0	0	0	20386	0	20047	0	0	0	0	0	0	0	2200	5	1	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020003	200	
50502	Stage_StageNameId_50502			0	0	0	501	30	0	2	battle03	Common_Gc005	50501	0	0	20387	0	20048	0	0	0	0	0	150000	0	2300	5	1	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020003	201	
50503	Stage_StageNameId_50503			0	0	0	501	45	0	2	battle03	Common_Gc004	50502	0	0	20388	0	20049	0	0	0	0	0	225000	0	2400	5	1	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000	202	
50504	Stage_StageNameId_50504			0	0	0	501	60	0	2	battle03	Common_Gc003	50503	0	0	20389	0	20050	0	0	0	0	0	325000	0	2500	5	1	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000	203	
50505	Stage_StageNameId_50505			0	0	0	501	84	0	2	battle03	Common_Gc002	50504	0	0	20390	0	20051	0	0	0	0	0	425000	0	2600	5	1	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020001	204	
50506	Stage_StageNameId_50506			0	0	0	501	90	0	2	battle03	Common_Gc001	50505	0	0	20391	0	20052	0	0	0	0	0	500000	0	2700	5	1	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020001	205	
50507	Stage_StageNameId_50507			0	0	0	501	100	0	2	battle03	Common_Gc006	50506	0	0	20392	0	20053	0	0	0	0	0	600000	0	2800	5	1	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020002	206	
50601	Stage_StageNameId_50601			0	0	0	601	18	0	2	battle01	Common_Gc006	0	0	0	20393	0	20057	0	0	0	0	0	0	20400	0	5	1	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020003	207	
50602	Stage_StageNameId_50602			0	0	0	601	30	0	2	battle01	Common_Gc005	50601	0	0	20394	0	20058	0	0	0	0	0	0	20401	0	5	1	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020003	208	
50603	Stage_StageNameId_50603			0	0	0	601	45	0	2	battle01	Common_Gc004	50602	0	0	20395	0	20059	0	0	0	0	0	0	20402	0	5	1	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000	209	
50604	Stage_StageNameId_50604			0	0	0	601	60	0	2	battle01	Common_Gc003	50603	0	0	20396	0	20060	0	0	0	0	0	0	20403	0	5	1	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000	210	
50605	Stage_StageNameId_50605			0	0	0	601	84	0	2	battle01	Common_Gc002	50604	0	0	20397	0	20061	0	0	0	0	0	0	20404	0	5	1	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020001	211	
50606	Stage_StageNameId_50606			0	0	0	601	90	0	2	battle01	Common_Gc001	50605	0	0	20398	0	20062	0	0	0	0	0	0	20405	0	5	1	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020001	212	
50607	Stage_StageNameId_50607			0	0	0	601	100	0	2	battle01	Common_Gc006	50606	0	0	20399	0	20063	0	0	0	0	0	0	20406	0	5	1	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020002	213	
50701	Stage_StageNameId_50701			0	0	0	701	18	0	2		Common_Gc006	0	0	0	20120	0	20067	0	0	0	0	0	0	0	0	5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020000,4020003	8	
50702	Stage_StageNameId_50702			0	0	0	701	30	0	2		Common_Gc005	50701	0	0	10001	0	20068	0	0	0	0	0	0	0	0	5	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	4,5,2	
50703	Stage_StageNameId_50703			0	0	0	701	42	0	2		Common_Gc004	50702	0	0	10002	0	20069	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000	1,2,3	
50704	Stage_StageNameId_50704			0	0	0	701	55	0	2		Common_Gc003	50703	0	0	10003	0	20070	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000	1,5,2	
50705	Stage_StageNameId_50705			0	0	0	701	70	0	2		Common_Gc002	50704	0	0	10000	0	20071	0	0	0	0	0	0	0	0	5	3	0	4	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020001	4,2,3	
50706	Stage_StageNameId_50706			0	0	0	701	84	0	2		Common_Gc001	50705	0	0	10000	0	20072	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020001	1,5,2	
50707	Stage_StageNameId_50707			0	0	0	701	90	0	2		Common_Gc006	50706	0	0	10001	0	20100	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020002	1,2,3	
50708	Stage_StageNameId_50708			0	0	0	701	100	0	2		Common_Gc005	50707	0	0	10001	0	20101	0	0	0	0	0	0	0	0	5	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020002	4,5,2	
50709	Stage_StageNameId_50709			0	0	0	701	108	0	2		Common_Gc004	50708	0	0	10002	0	20102	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020003	1,2,3	
50710	Stage_StageNameId_50710			0	0	0	701	120	0	2		Common_Gc003	50709	0	0	10002	0	20103	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	1,5,2	
50801	Stage_StageNameId_50801			0	0	0	801	18	0	2		Common_Gc006	0	0	0	10003	0	20104	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020003	1,2,3	
50802	Stage_StageNameId_50802			0	0	0	801	30	0	2		Common_Gc005	50801	0	0	10003	0	20105	0	0	0	0	0	0	0	0	5	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	4,5,2	
50803	Stage_StageNameId_50803			0	0	0	801	42	0	2		Common_Gc004	50802	0	0	10000	0	20106	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000	1,2,3	
50804	Stage_StageNameId_50804			0	0	0	801	55	0	2		Common_Gc003	50803	0	0	10000	0	20107	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000	1,5,2	
50805	Stage_StageNameId_50805			0	0	0	801	70	0	2		Common_Gc002	50804	0	0	10001	0	20108	0	0	0	0	0	0	0	0	5	3	0	4	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020001	4,2,3	
50806	Stage_StageNameId_50806			0	0	0	801	84	0	2		Common_Gc001	50805	                            	0	10001	0	20109	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020001	1,5,2	
50807	Stage_StageNameId_50807			0	0	0	801	90	0	2		Common_Gc006	50806	0	0	10002	0	20110	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020002	1,2,3	
50808	Stage_StageNameId_50808			0	0	0	801	100	0	2		Common_Gc005	50807	0	0	10002	0	20111	0	0	0	0	0	0	0	0	5	3	0	4	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020002	4,5,2	
50809	Stage_StageNameId_50809			0	0	0	801	108	0	2		Common_Gc004	50808	0	0	10003	0	20112	0	0	0	0	0	0	0	0	5	3	1	0	1	0	1	0	2	0	0	0	2	0	3	0	3	0	3	3	4020000,4020003	1,2,3	
50810	Stage_StageNameId_50810			0	0	0	801	120	0	2		Common_Gc003	50809	0	0	10003	0	20113	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	4	0	0	5	0	0	5	2	0	2	0	2	2	4020000,4020003	1,5,2	
